external_id,image_path,Open Water,Floating Vegetation,Reedlands & Permanent Swamps,Tall Seasonal Sedge Wetlands,Short Seasonal Grass Floodplains,Riparian Forest,Woodlands,Bare Ground / Dry Grass,Shrubland,[Lvl 2] Water Lily,[Lvl 2] Rafts,[Lvl 2] Salvinia / Other Fern,[Lvl 2] Papyrus,[Lvl 2] Phragmites / Miscanthus
IMG_20230802_085359_00_520_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_085359_00_520_right.jpg,0,0,1,0,0,0,0,0,0,1,0,0,1,0
IMG_20230802_085359_00_588_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_085359_00_588_right.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0
IMG_20230802_085359_00_643_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_085359_00_643_right.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230802_085359_00_706_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_085359_00_706_right.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230803_115240_00_391_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_391_left.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230803_115240_00_396_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_396_left.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0
IMG_20230803_115240_00_475_right.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_475_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IMG_20230803_115240_00_510_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_510_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230803_115240_00_558_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_558_left.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230803_115240_00_565_right.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_565_right.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1
IMG_20230803_115240_00_602_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_602_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_20230804_091654_00_448_left.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_448_left.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG_20230805_084513_00_014_left.jpg,ALL_SPLIT_IMAGES\IMG_20230805_084513_00_014_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230805_084513_00_779_right.jpg,ALL_SPLIT_IMAGES\IMG_20230805_084513_00_779_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_20230805_085231_00_219_left.jpg,ALL_SPLIT_IMAGES\IMG_20230805_085231_00_219_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IMG_20230806_084108_00_437_right.jpg,ALL_SPLIT_IMAGES\IMG_20230806_084108_00_437_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IMG_20230806_084108_00_510_left.jpg,ALL_SPLIT_IMAGES\IMG_20230806_084108_00_510_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IMG_20230806_084108_00_515_right.jpg,ALL_SPLIT_IMAGES\IMG_20230806_084108_00_515_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230807_091124_00_748_right.jpg,ALL_SPLIT_IMAGES\IMG_20230807_091124_00_748_right.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230807_091124_00_903_left.jpg,ALL_SPLIT_IMAGES\IMG_20230807_091124_00_903_left.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0
IMG_20230807_095033_00_020_left.jpg,ALL_SPLIT_IMAGES\IMG_20230807_095033_00_020_left.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IMG_20230808_090010_00_078_left.jpg,ALL_SPLIT_IMAGES\IMG_20230808_090010_00_078_left.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IMG_20230808_090010_00_141_left.jpg,ALL_SPLIT_IMAGES\IMG_20230808_090010_00_141_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230808_091719_00_042_left.jpg,ALL_SPLIT_IMAGES\IMG_20230808_091719_00_042_left.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1
IMG_20230808_091719_00_120_left.jpg,ALL_SPLIT_IMAGES\IMG_20230808_091719_00_120_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230808_091719_00_138_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_091719_00_138_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230808_091719_00_140_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_091719_00_140_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230808_121840_00_169_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_121840_00_169_right.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0
IMG_20230808_121840_00_281_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_121840_00_281_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_20230808_121840_00_288_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_121840_00_288_right.jpg,0,0,1,0,0,0,0,0,0,1,0,0,1,1
IMG_20230810_083039_00_131_right.jpg,ALL_SPLIT_IMAGES\IMG_20230810_083039_00_131_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230810_084950_00_898_right.jpg,ALL_SPLIT_IMAGES\IMG_20230810_084950_00_898_right.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1
IMG_20230811_081937_00_547_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_547_right.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IMG_20230811_081937_00_548_left.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_548_left.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMG_20230811_081937_00_656_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_656_right.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IMG_20230811_081937_00_700_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_700_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230811_081937_00_794_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_794_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230811_112158_00_122_left.jpg,ALL_SPLIT_IMAGES\IMG_20230811_112158_00_122_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230812_080710_00_889_right.jpg,ALL_SPLIT_IMAGES\IMG_20230812_080710_00_889_right.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_20230812_085054_00_400_right.jpg,ALL_SPLIT_IMAGES\IMG_20230812_085054_00_400_right.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG_20230813_075522_00_566_left.jpg,ALL_SPLIT_IMAGES\IMG_20230813_075522_00_566_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230813_075522_00_625_right.jpg,ALL_SPLIT_IMAGES\IMG_20230813_075522_00_625_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230813_083903_00_710_left.jpg,ALL_SPLIT_IMAGES\IMG_20230813_083903_00_710_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230814_081157_00_062_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_062_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230814_081157_00_093_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_093_right.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IMG_20230814_081157_00_245_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_245_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230814_081157_00_335_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_335_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230814_085958_00_037_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_085958_00_037_right.jpg,0,0,1,0,0,0,0,0,0,1,0,0,1,1
IMG_20230814_085958_00_122_left.jpg,ALL_SPLIT_IMAGES\IMG_20230814_085958_00_122_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230815_081054_00_563_left.jpg,ALL_SPLIT_IMAGES\IMG_20230815_081054_00_563_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230815_081054_00_674_left.jpg,ALL_SPLIT_IMAGES\IMG_20230815_081054_00_674_left.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_20230815_093239_00_015_left.jpg,ALL_SPLIT_IMAGES\IMG_20230815_093239_00_015_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230815_093239_00_147_left.jpg,ALL_SPLIT_IMAGES\IMG_20230815_093239_00_147_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230816_084957_00_369_left.jpg,ALL_SPLIT_IMAGES\IMG_20230816_084957_00_369_left.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1
IMG_20230816_084957_00_466_left.jpg,ALL_SPLIT_IMAGES\IMG_20230816_084957_00_466_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230818_084456_00_077_left.jpg,ALL_SPLIT_IMAGES\IMG_20230818_084456_00_077_left.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230818_084456_00_330_right.jpg,ALL_SPLIT_IMAGES\IMG_20230818_084456_00_330_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230820_083209_00_163_right.jpg,ALL_SPLIT_IMAGES\IMG_20230820_083209_00_163_right.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,1
IMG_20230820_083209_00_954_right.jpg,ALL_SPLIT_IMAGES\IMG_20230820_083209_00_954_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230821_081824_00_240_left.jpg,ALL_SPLIT_IMAGES\IMG_20230821_081824_00_240_left.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IMG_20230821_081824_00_346_left.jpg,ALL_SPLIT_IMAGES\IMG_20230821_081824_00_346_left.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1
IMG_20230809_083903_00_543_left.jpg,ALL_SPLIT_IMAGES\IMG_20230809_083903_00_543_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230811_081937_00_672_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_672_right.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IMG_20230730_095240_00_542_left.jpg,ALL_SPLIT_IMAGES\IMG_20230730_095240_00_542_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IMG_20230811_084842_00_022_left.jpg,ALL_SPLIT_IMAGES\IMG_20230811_084842_00_022_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230802_084912_00_150_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_084912_00_150_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230801_105724_00_875_left.jpg,ALL_SPLIT_IMAGES\IMG_20230801_105724_00_875_left.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230814_081157_00_419_right.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_419_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230815_093239_00_030_right.jpg,ALL_SPLIT_IMAGES\IMG_20230815_093239_00_030_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230807_091124_00_750_right.jpg,ALL_SPLIT_IMAGES\IMG_20230807_091124_00_750_right.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1
IMG_20230729_092645_00_455_right.jpg,ALL_SPLIT_IMAGES\IMG_20230729_092645_00_455_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230809_083903_00_773_left.jpg,ALL_SPLIT_IMAGES\IMG_20230809_083903_00_773_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230803_084013_00_262_right.jpg,ALL_SPLIT_IMAGES\IMG_20230803_084013_00_262_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230730_095240_00_426_right.jpg,ALL_SPLIT_IMAGES\IMG_20230730_095240_00_426_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230804_091654_00_413_left.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_413_left.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IMG_20230802_084912_00_073_left.jpg,ALL_SPLIT_IMAGES\IMG_20230802_084912_00_073_left.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230808_090010_00_200_left.jpg,ALL_SPLIT_IMAGES\IMG_20230808_090010_00_200_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230812_080710_00_218_right.jpg,ALL_SPLIT_IMAGES\IMG_20230812_080710_00_218_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230804_091654_00_402_left.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_402_left.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMG_20230815_093239_00_150_left.jpg,ALL_SPLIT_IMAGES\IMG_20230815_093239_00_150_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_20230818_084456_00_108_right.jpg,ALL_SPLIT_IMAGES\IMG_20230818_084456_00_108_right.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1
IMG_20230730_095240_00_593_left.jpg,ALL_SPLIT_IMAGES\IMG_20230730_095240_00_593_left.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMG_20230812_080710_00_005_right.jpg,ALL_SPLIT_IMAGES\IMG_20230812_080710_00_005_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230731_090345_00_081_left.jpg,ALL_SPLIT_IMAGES\IMG_20230731_090345_00_081_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230811_081937_00_443_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_443_right.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMG_20230801_105724_00_864_left.jpg,ALL_SPLIT_IMAGES\IMG_20230801_105724_00_864_left.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230804_091654_00_503_right.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_503_right.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG_20230814_081157_00_234_left.jpg,ALL_SPLIT_IMAGES\IMG_20230814_081157_00_234_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230804_091654_00_603_right.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_603_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IMG_20230803_084013_00_077_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_084013_00_077_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230801_105724_00_875_right.jpg,ALL_SPLIT_IMAGES\IMG_20230801_105724_00_875_right.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230729_092645_00_860_right.jpg,ALL_SPLIT_IMAGES\IMG_20230729_092645_00_860_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230729_092645_00_733_right.jpg,ALL_SPLIT_IMAGES\IMG_20230729_092645_00_733_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230804_091654_00_457_left.jpg,ALL_SPLIT_IMAGES\IMG_20230804_091654_00_457_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IMG_20230731_090345_00_033_right.jpg,ALL_SPLIT_IMAGES\IMG_20230731_090345_00_033_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_20230729_092645_00_607_right.jpg,ALL_SPLIT_IMAGES\IMG_20230729_092645_00_607_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_20230809_090223_00_423_right.jpg,ALL_SPLIT_IMAGES\IMG_20230809_090223_00_423_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230820_083209_00_019_right.jpg,ALL_SPLIT_IMAGES\IMG_20230820_083209_00_019_right.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IMG_20230730_095240_00_276_left.jpg,ALL_SPLIT_IMAGES\IMG_20230730_095240_00_276_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1
IMG_20230803_090653_00_229_left.jpg,ALL_SPLIT_IMAGES\IMG_20230803_090653_00_229_left.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IMG_20230810_084950_00_014_right.jpg,ALL_SPLIT_IMAGES\IMG_20230810_084950_00_014_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1
IMG_20230731_082119_00_224_right.jpg,ALL_SPLIT_IMAGES\IMG_20230731_082119_00_224_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1
IMG_20230803_115240_00_512_right.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_512_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IMG_20230813_075522_00_559_right.jpg,ALL_SPLIT_IMAGES\IMG_20230813_075522_00_559_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230819_084913_00_448_left.jpg,ALL_SPLIT_IMAGES\IMG_20230819_084913_00_448_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1
IMG_20230803_115240_00_543_right.jpg,ALL_SPLIT_IMAGES\IMG_20230803_115240_00_543_right.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IMG_20230815_081054_00_665_right.jpg,ALL_SPLIT_IMAGES\IMG_20230815_081054_00_665_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230802_085359_00_491_right.jpg,ALL_SPLIT_IMAGES\IMG_20230802_085359_00_491_right.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IMG_20230809_083903_00_481_right.jpg,ALL_SPLIT_IMAGES\IMG_20230809_083903_00_481_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230811_081937_00_705_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_705_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230801_105724_00_810_left.jpg,ALL_SPLIT_IMAGES\IMG_20230801_105724_00_810_left.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230801_115532_00_293_left.jpg,ALL_SPLIT_IMAGES\IMG_20230801_115532_00_293_left.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230729_092645_00_712_right.jpg,ALL_SPLIT_IMAGES\IMG_20230729_092645_00_712_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230801_105724_00_754_left.jpg,ALL_SPLIT_IMAGES\IMG_20230801_105724_00_754_left.jpg,0,0,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230806_085006_00_032_left.jpg,ALL_SPLIT_IMAGES\IMG_20230806_085006_00_032_left.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IMG_20230808_115521_00_350_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_115521_00_350_right.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_20230811_084842_00_063_right.jpg,ALL_SPLIT_IMAGES\IMG_20230811_084842_00_063_right.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1
IMG_20230731_082119_00_439_left.jpg,ALL_SPLIT_IMAGES\IMG_20230731_082119_00_439_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_20230811_081937_00_683_left.jpg,ALL_SPLIT_IMAGES\IMG_20230811_081937_00_683_left.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230731_082119_00_633_right.jpg,ALL_SPLIT_IMAGES\IMG_20230731_082119_00_633_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_20230808_090010_00_157_right.jpg,ALL_SPLIT_IMAGES\IMG_20230808_090010_00_157_right.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0
